line_id	source_image_id	source_group	x	y	w	h	detector_version	crop_path	quality_score	provisional_class	raw_prelabel	verified_text	label_status	review_status
IMG_0048_L00	IMG_0048	P_20260903_203757	0	0	1268	379	v1.1	work/crops/IMG_0048_L00.jpg	143.42201515651772	TEXT_ONLY	hhingất ểp koản nhiểm a hnh ngn		PRELABELED	PENDING
IMG_0126_L00	IMG_0126	P_20260903_203941	0	0	780	62	v1.1	work/crops/IMG_0126_L00.jpg	142.45439825344232	TEXT_ONLY	c		PRELABELED	PENDING
IMG_0112_L00	IMG_0112	P_20260903_203918	7	0	1292	203	v1.1	work/crops/IMG_0112_L00.jpg	142.15836156082284	TEXT_ONLY	uậng ương thiếc tau tã đi là:		PRELABELED	PENDING
IMG_0076_L00	IMG_0076	P_20260903_203834	1	0	1223	122	v1.1	work/crops/IMG_0076_L00.jpg	139.52195146533373	TEXT_ONLY	a Thể tích, Siên đich  của hình lập phi		PRELABELED	PENDING
IMG_0076_L01	IMG_0076	P_20260903_203834	0	79	1289	125	v1.1	work/crops/IMG_0076_L01.jpg	139.52195146533373	TEXT_ONLY	là:g		PRELABELED	PENDING
IMG_0076_L03	IMG_0076	P_20260903_203834	1	243	1278	120	v1.1	work/crops/IMG_0076_L03.jpg	139.52195146533373	TEXT_ONLY	Siện tích nhưa cứng mà chú cần dúng đế		PRELABELED	PENDING
IMG_0005_L00	IMG_0005	P_20260903_203650	62	0	1184	100	v1.1	work/crops/IMG_0005_L00.jpg	139.1532391889482	TEXT_ONLY	 iệu số phàn hăng nhal		PRELABELED	PENDING
IMG_0005_L02	IMG_0005	P_20260903_203650	53	145	1258	142	v1.1	work/crops/IMG_0005_L02.jpg	139.1532391889482	TEXT_ONLY	 bó Tổ bạn nữ lã:		PRELABELED	PENDING
IMG_0005_L04	IMG_0005	P_20260903_203650	49	314	568	66	v1.1	work/crops/IMG_0005_L04.jpg	139.1532391889482	TEXT_ONLY	 CQa xnn		PRELABELED	PENDING
IMG_0005_L07	IMG_0005	P_20260903_203650	49	435	127	31	v1.1	work/crops/IMG_0005_L07.jpg	139.1532391889482	TEXT_ONLY	N		PRELABELED	PENDING
IMG_0005_L09	IMG_0005	P_20260903_203650	41	481	223	34	v1.1	work/crops/IMG_0005_L09.jpg	139.1532391889482	TEXT_ONLY	N		PRELABELED	PENDING
IMG_0073_L01	IMG_0073	P_20260903_203832	10	262	1239	258	v1.1	work/crops/IMG_0073_L01.jpg	136.94167947807225	TEXT_ONLY	 h Ting thổ p ảo hinh hận chữể		PRELABELED	PENDING
IMG_0053_L00	IMG_0053	P_20260903_203802	0	2	1238	260	v1.1	work/crops/IMG_0053_L00.jpg	133.3873782453564	TEXT_ONLY	esiộn ríh dáy của ềnh hập chứ nhật		PRELABELED	PENDING
IMG_0053_L01	IMG_0053	P_20260903_203802	0	234	1261	351	v1.1	work/crops/IMG_0053_L01.jpg	133.3873782453564	TEXT_ONLY	siển ỉỷ ểnin phạn của hô c la:		PRELABELED	PENDING
IMG_0028_L00	IMG_0028	P_20260903_203729	9	0	1363	210	v1.1	work/crops/IMG_0028_L00.jpg	133.18203811812384	TEXT_ONLY	a ố phần trm từ lé táo bự nâu lã:		PRELABELED	PENDING
IMG_0007_L00	IMG_0007	P_20260903_203652	0	0	1316	192	v1.1	work/crops/IMG_0007_L00.jpg	132.51997762444373	TEXT_ONLY	S đôều dà :t		PRELABELED	PENDING
IMG_0169_L01	IMG_0169	P_20260903_204036	0	129	1373	325	v1.1	work/crops/IMG_0169_L01.jpg	131.49366544586118	TEXT_ONLY	nuờ ểì n ci ậs ht x s mét khối		PRELABELED	PENDING
IMG_0111_L01	IMG_0111	P_20260903_203918	33	92	1236	280	v1.1	work/crops/IMG_0111_L01.jpg	130.24770284309415	TEXT_ONLY	ìnắm tthằngt râm)		PRELABELED	PENDING
IMG_0025_L01	IMG_0025	P_20260903_203724	20	624	554	66	v1.1	work/crops/IMG_0025_L01.jpg	129.76457464066632	TEXT_ONLY	I		PRELABELED	PENDING
IMG_0119_L00	IMG_0119	P_20260903_203933	1	0	1209	480	v1.1	work/crops/IMG_0119_L00.jpg	129.46843953116198	TEXT_ONLY	ể ở  à		PRELABELED	PENDING
IMG_0063_L00	IMG_0063	P_20260903_203816	4	19	1124	139	v1.1	work/crops/IMG_0063_L00.jpg	123.69941602779355	TEXT_ONLY	ĐDiện tích một mặt của hình lập ph		PRELABELED	PENDING
IMG_0063_L01	IMG_0063	P_20260903_203816	9	117	1202	93	v1.1	work/crops/IMG_0063_L01.jpg	123.69941602779355	TEXT_ONLY	là:		PRELABELED	PENDING
IMG_0063_L02	IMG_0063	P_20260903_203816	10	197	1211	196	v1.1	work/crops/IMG_0063_L02.jpg	123.69941602779355	TEXT_ONLY	Điển tch tooăn phân của hình lập		PRELABELED	PENDING
IMG_0158_L00	IMG_0158	P_20260903_204015	0	0	1283	241	v1.1	work/crops/IMG_0158_L00.jpg	118.27390671118405	TEXT_ONLY	Cốn g, rố Thhn ăng nhau là:		PRELABELED	PENDING
IMG_0129_L00	IMG_0129	P_20260903_203946	20	0	1088	388	v1.1	work/crops/IMG_0129_L00.jpg	115.35902634616798	TEXT_ONLY	Bnớaa		PRELABELED	PENDING
