line_id	source_image_id	source_group	x	y	w	h	detector_version	crop_path	quality_score	provisional_class	raw_prelabel	verified_text	label_status	review_status
IMG_0159_L02	IMG_0159	P_20260903_204018	0	499	1199	390	v1.1	work/crops/IMG_0159_L02.jpg	253.74861633617266	TEXT_WITH_CONTEXTUAL_NUMBERS	Cổ 3g ệ c ởế hgểin ná đưc la		PRELABELED	PENDING
IMG_0098_L00	IMG_0098	P_20260903_203900	0	0	1210	278	v1.1	work/crops/IMG_0098_L00.jpg	253.60428399701533	TEXT_WITH_CONTEXTUAL_NUMBERS	B. 3 Ệu 32gi gày vàn tc		PRELABELED	PENDING
IMG_0070_L02	IMG_0070	P_20260903_203826	0	160	1238	203	v1.1	work/crops/IMG_0070_L02.jpg	250.49157093755278	TEXT_WITH_CONTEXTUAL_NUMBERS	b Ch² tích của mống bánh bị cắt là:		PRELABELED	PENDING
IMG_0070_L04	IMG_0070	P_20260903_203826	148	499	1182	135	v1.1	work/crops/IMG_0070_L04.jpg	250.49157093755278	TEXT_WITH_CONTEXTUAL_NUMBERS	Đáp số a,864cm		PRELABELED	PENDING
IMG_0070_L05	IMG_0070	P_20260903_203826	292	601	958	106	v1.1	work/crops/IMG_0070_L05.jpg	250.49157093755278	TEXT_WITH_CONTEXTUAL_NUMBERS	b) 648 cm		PRELABELED	PENDING
IMG_0049_L00	IMG_0049	P_20260903_203757	0	0	1300	703	v1.1	work/crops/IMG_0049_L00.jpg	250.42638998717538	TEXT_WITH_CONTEXTUAL_NUMBERS	ảở cc đnih bh man 0		PRELABELED	PENDING
IMG_0019_L00	IMG_0019	P_20260903_203715	0	0	1424	213	v1.1	work/crops/IMG_0019_L00.jpg	250.00154849931562	TEXT_WITH_CONTEXTUAL_NUMBERS	Bai 3iền Tãài gmột năm là		PRELABELED	PENDING
IMG_0016_L00	IMG_0016	P_20260903_203709	0	0	1425	132	v1.1	work/crops/IMG_0016_L00.jpg	247.91287608558858	TEXT_WITH_CONTEXTUAL_NUMBERS	Bài 2: Bài giải:		PRELABELED	PENDING
IMG_0016_L03	IMG_0016	P_20260903_203709	50	153	1349	144	v1.1	work/crops/IMG_0016_L03.jpg	247.91287608558858	TEXT_WITH_CONTEXTUAL_NUMBERS	2 S6000x153750o (dồng)		PRELABELED	PENDING
IMG_0010_L00	IMG_0010	P_20260903_203701	0	0	1265	224	v1.1	work/crops/IMG_0010_L00.jpg	244.19959636548592	TEXT_WITH_CONTEXTUAL_NUMBERS	sài 1  hì tư ố phần ggám của3,		PRELABELED	PENDING
IMG_0010_L01	IMG_0010	P_20260903_203701	0	192	1201	92	v1.1	work/crops/IMG_0010_L01.jpg	244.19959636548592	TEXT_WITH_CONTEXTUAL_NUMBERS	90 và 300 60và400		PRELABELED	PENDING
IMG_0037_L05	IMG_0037	P_20260903_203737	3	215	1356	164	v1.1	work/crops/IMG_0037_L05.jpg	239.44721426175522	TEXT_WITH_CONTEXTUAL_NUMBERS	 ĐBáp số: 94990 đông		PRELABELED	PENDING
IMG_0040_L02	IMG_0040	P_20260903_203744	19	499	1436	161	v1.1	work/crops/IMG_0040_L02.jpg	238.98592849442775	TEXT_WITH_CONTEXTUAL_NUMBERS	 Đáp số: 204 m.		PRELABELED	PENDING
IMG_0018_L01	IMG_0018	P_20260903_203715	10	520	1403	208	v1.1	work/crops/IMG_0018_L01.jpg	237.1080170380482	TEXT_WITH_CONTEXTUAL_NUMBERS	(300:100) 2355105 Cngười người.		PRELABELED	PENDING
IMG_0088_L00	IMG_0088	P_20260903_203847	0	0	1238	416	v1.1	work/crops/IMG_0088_L00.jpg	234.33356968183062	TEXT_WITH_CONTEXTUAL_NUMBERS	2 T 2 Phi 3nhua  nâ		PRELABELED	PENDING
IMG_0088_L01	IMG_0088	P_20260903_203847	0	332	1251	238	v1.1	work/crops/IMG_0088_L01.jpg	234.33356968183062	TEXT_WITH_CONTEXTUAL_NUMBERS	22 phít 30 giấy		PRELABELED	PENDING
IMG_0088_L02	IMG_0088	P_20260903_203847	0	511	1251	379	v1.1	work/crops/IMG_0088_L02.jpg	234.33356968183062	TEXT_WITH_CONTEXTUAL_NUMBERS	Vìn 1ờhhn2 3ný 2 2nhha 30 nêu ga		PRELABELED	PENDING
IMG_0088_L03	IMG_0088	P_20260903_203847	0	861	1200	199	v1.1	work/crops/IMG_0088_L03.jpg	234.33356968183062	TEXT_WITH_CONTEXTUAL_NUMBERS	Và6 giợ 60 phưr (ôo phúl 1 Hgoờ)		PRELABELED	PENDING
IMG_0057_L00	IMG_0057	P_20260903_203810	40	0	916	300	v1.1	work/crops/IMG_0057_L00.jpg	233.44102172581805	TEXT_WITH_CONTEXTUAL_NUMBERS	im ana táin2 qunh ca.		PRELABELED	PENDING
IMG_0011_L01	IMG_0011	P_20260903_203701	0	12	1286	94	v1.1	work/crops/IMG_0011_L01.jpg	229.49218398275232	TEXT_WITH_CONTEXTUAL_NUMBERS	Bi 2 TBài giai:		PRELABELED	PENDING
IMG_0011_L02	IMG_0011	P_20260903_203701	0	91	1294	95	v1.1	work/crops/IMG_0011_L02.jpg	229.49218398275232	TEXT_WITH_CONTEXTUAL_NUMBERS	Ta Tn 5A và số lran của đôi		PRELABELED	PENDING
IMG_0170_L02	IMG_0170	P_20260903_204036	0	494	1348	259	v1.1	work/crops/IMG_0170_L02.jpg	228.9215739699441	TEXT_WITH_CONTEXTUAL_NUMBERS	nhút 2 gân 35 nhữ gãyyo thu		PRELABELED	PENDING
IMG_0039_L00	IMG_0039	P_20260903_203744	29	0	1352	283	v1.1	work/crops/IMG_0039_L00.jpg	225.37801876057497	TEXT_WITH_CONTEXTUAL_NUMBERS	Vây iẩp mảu đảng 23ị tmd		PRELABELED	PENDING
IMG_0039_L01	IMG_0039	P_20260903_203744	31	229	1359	115	v1.1	work/crops/IMG_0039_L01.jpg	225.37801876057497	TEXT_WITH_CONTEXTUAL_NUMBERS	 Hấp màu xanh. 2Sem		PRELABELED	PENDING
IMG_0000_L00	IMG_0000	P_20260903_203620	26	0	1245	258	v1.1	work/crops/IMG_0000_L00.jpg	221.3039394401166	TEXT_WITH_CONTEXTUAL_NUMBERS	ố kn ậi2con		PRELABELED	PENDING
