line_id	source_image_id	source_group	x	y	w	h	detector_version	crop_path	quality_score	provisional_class	raw_prelabel	verified_text	label_status	review_status
IMG_0086_L03	IMG_0086	P_20260903_203844	41	592	1267	321	v1.1	work/crops/IMG_0086_L03.jpg	502.8255638709148	TEXT_ONLY	" phủl gửảy Dnha nyuy "" nhú"		PRELABELED	PENDING
IMG_0163_L00	IMG_0163	P_20260903_204027	21	0	1255	158	v1.1	work/crops/IMG_0163_L00.jpg	441.17550227687656	TEXT_ONLY	a) Điện tích xừng quanh của hình lập phư		PRELABELED	PENDING
IMG_0163_L01	IMG_0163	P_20260903_204027	0	107	1353	123	v1.1	work/crops/IMG_0163_L01.jpg	441.17550227687656	TEXT_ONLY	dlà;		PRELABELED	PENDING
IMG_0163_L02	IMG_0163	P_20260903_204027	0	188	1372	223	v1.1	work/crops/IMG_0163_L02.jpg	441.17550227687656	TEXT_ONLY	Diện tìch Xúg quanh của lình lện chứ		PRELABELED	PENDING
IMG_0161_L00	IMG_0161	P_20260903_204027	0	0	1221	139	v1.1	work/crops/IMG_0161_L00.jpg	375.35319046970466	TEXT_ONLY	 iện tìch xung qianh của thung hang là:		PRELABELED	PENDING
IMG_0161_L02	IMG_0161	P_20260903_204027	0	178	1149	129	v1.1	work/crops/IMG_0161_L02.jpg	375.35319046970466	TEXT_ONLY	Điện tích toan phần của thùng		PRELABELED	PENDING
IMG_0162_L01	IMG_0162	P_20260903_204027	0	80	1307	704	v1.1	work/crops/IMG_0162_L01.jpg	361.225175772336	TEXT_ONLY	 ượMn xcng		PRELABELED	PENDING
IMG_0104_L00	IMG_0104	P_20260903_203907	0	0	1327	258	v1.1	work/crops/IMG_0104_L00.jpg	317.2226244330378	TEXT_ONLY	thành nhớ Blàiiếc thuyền xu dòng đến		PRELABELED	PENDING
IMG_0115_L00	IMG_0115	P_20260903_203922	16	0	1153	211	v1.1	work/crops/IMG_0115_L00.jpg	308.83708031019745	TEXT_ONLY	s n hưuờn giy đai giậy l		PRELABELED	PENDING
IMG_0096_L01	IMG_0096	P_20260903_203856	35	39	820	71	v1.1	work/crops/IMG_0096_L01.jpg	303.83250457618624	TEXT_ONLY	CEmưeAg lạim mot		PRELABELED	PENDING
IMG_0096_L05	IMG_0096	P_20260903_203856	34	243	354	36	v1.1	work/crops/IMG_0096_L05.jpg	303.83250457618624	TEXT_ONLY	NT		PRELABELED	PENDING
IMG_0120_L00	IMG_0120	P_20260903_203935	25	0	1286	203	v1.1	work/crops/IMG_0120_L00.jpg	302.2371139445209	TEXT_ONLY	ba Cỉp số để mộ tả rố lần lập lại		PRELABELED	PENDING
IMG_0120_L01	IMG_0120	P_20260903_203935	11	146	1309	611	v1.1	work/crops/IMG_0120_L01.jpg	302.2371139445209	TEXT_ONLY	c n nm tngh àcnh c aaụ		PRELABELED	PENDING
IMG_0120_L02	IMG_0120	P_20260903_203935	10	734	1213	72	v1.1	work/crops/IMG_0120_L02.jpg	302.2371139445209	TEXT_ONLY	Md.		PRELABELED	PENDING
IMG_0155_L00	IMG_0155	P_20260903_204013	6	0	1210	350	v1.1	work/crops/IMG_0155_L00.jpg	296.19937177092316	TEXT_ONLY	ởt g ã		PRELABELED	PENDING
IMG_0165_L00	IMG_0165	P_20260903_204029	0	0	1310	320	v1.1	work/crops/IMG_0165_L00.jpg	288.93801261346323	TEXT_ONLY	chẻ s tn phốc đã p ei		PRELABELED	PENDING
IMG_0165_L01	IMG_0165	P_20260903_204029	0	236	1310	410	v1.1	work/crops/IMG_0165_L01.jpg	288.93801261346323	TEXT_ONLY	Cn nảmg ca hnnh ẽả		PRELABELED	PENDING
IMG_0108_L01	IMG_0108	P_20260903_203912	0	253	1409	605	v1.1	work/crops/IMG_0108_L01.jpg	282.61082176033216	TEXT_ONLY	i tngởgua		PRELABELED	PENDING
IMG_0026_L00	IMG_0026	P_20260903_203724	702	0	695	60	v1.1	work/crops/IMG_0026_L00.jpg	279.4827637159029	TEXT_ONLY	c kn (a c, Vại ma		PRELABELED	PENDING
IMG_0117_L00	IMG_0117	P_20260903_203922	0	0	1340	233	v1.1	work/crops/IMG_0117_L00.jpg	278.4474573263172	TEXT_ONLY	đó thãy đượ co mếth gặp tí củn con		PRELABELED	PENDING
IMG_0047_L00	IMG_0047	P_20260903_203755	16	0	1402	236	v1.1	work/crops/IMG_0047_L00.jpg	265.8188860859816	TEXT_ONLY	iệnh t là. xung qanh của hình hộp		PRELABELED	PENDING
IMG_0047_L02	IMG_0047	P_20260903_203755	16	303	1229	118	v1.1	work/crops/IMG_0047_L02.jpg	265.8188860859816	TEXT_ONLY	 Điên kích hai đay của hình họ		PRELABELED	PENDING
IMG_0047_L03	IMG_0047	P_20260903_203755	13	379	1485	168	v1.1	work/crops/IMG_0047_L03.jpg	265.8188860859816	TEXT_ONLY	nhật là:		PRELABELED	PENDING
IMG_0116_L00	IMG_0116	P_20260903_203922	0	0	1340	315	v1.1	work/crops/IMG_0116_L00.jpg	264.13406960784465	TEXT_ONLY	a) ốih tú đi ợc hic s và:		PRELABELED	PENDING
IMG_0103_L00	IMG_0103	P_20260903_203907	0	0	1218	441	v1.1	work/crops/IMG_0103_L00.jpg	258.99955780999784	TEXT_ONLY	ố hin đn ốntha 		PRELABELED	PENDING
