line_id,source_image_id,source_group,x,y,w,h,detector_version,crop_path,quality_score,provisional_class,raw_prelabel,verified_text,label_status,review_status
IMG_0000_L00,IMG_0000,P_20260903_203620,26,0,1245,258,v1.1,work/crops/IMG_0000_L00.jpg,221.3039394401166,TEXT_WITH_CONTEXTUAL_NUMBERS,ố kn ậi2con,,PRELABELED,PENDING
IMG_0000_L01,IMG_0000,P_20260903_203620,24,216,1253,227,v1.1,work/crops/IMG_0000_L01.jpg,221.3039394401166,TEXT_ONLY,ống ể phần phhng nhau là:,,PRELABELED,PENDING
IMG_0000_L02,IMG_0000,P_20260903_203620,21,365,1268,212,v1.1,work/crops/IMG_0000_L02.jpg,221.3039394401166,TEXT_ONLY,Số con bò khoanglà.,,PRELABELED,PENDING
IMG_0000_L03,IMG_0000,P_20260903_203620,22,541,1274,202,v1.1,work/crops/IMG_0000_L03.jpg,221.3039394401166,TEXT_WITH_CONTEXTUAL_NUMBERS,Số cón lo 3gnglà:,,PRELABELED,PENDING
IMG_0000_L04,IMG_0000,P_20260903_203620,18,682,1293,210,v1.1,work/crops/IMG_0000_L04.jpg,221.3039394401166,TEXT_WITH_CONTEXTUAL_NUMBERS,"Đáp rố: TBộ khoang, 1con",,PRELABELED,PENDING
IMG_0001_L00,IMG_0001,P_20260903_203635,49,0,1282,215,v1.1,work/crops/IMG_0001_L00.jpg,106.26619443721258,TEXT_ONLY,ển uốn khiếu bận được là:,,PRELABELED,PENDING
IMG_0001_L01,IMG_0001,P_20260903_203635,0,149,1342,234,v1.1,work/crops/IMG_0001_L01.jpg,106.26619443721258,TEXT_ONLY,Số tiển uổi sằng bản àớcotồng,,PRELABELED,PENDING
IMG_0001_L02,IMG_0001,P_20260903_203635,35,348,1189,184,v1.1,work/crops/IMG_0001_L02.jpg,106.26619443721258,TEXT_WITH_CONTEXTUAL_NUMBERS,7200 00 áp s0 uội đn,,PRELABELED,PENDING
IMG_0001_L03,IMG_0001,P_20260903_203635,31,516,1263,128,v1.1,work/crops/IMG_0001_L03.jpg,106.26619443721258,TEXT_WITH_CONTEXTUAL_NUMBERS,con 10 600 D0 đông. g chiều 22Nađđ,,PRELABELED,PENDING
IMG_0001_L04,IMG_0001,P_20260903_203635,29,628,1193,63,v1.1,work/crops/IMG_0001_L04.jpg,106.26619443721258,TEXT_WITH_CONTEXTUAL_NUMBERS,0VWHe:Fa,,PRELABELED,PENDING
