line_id	source_image_id	source_group	x	y	w	h	detector_version	crop_path	quality_score	provisional_class	raw_prelabel	verified_text	label_status	review_status
IMG_0044_L00	IMG_0044	P_20260903_203751	0	0	1447	256	v1.1	work/crops/IMG_0044_L00.jpg	256.5451197367212	TEXT_ONLY	hập chữ nhất làTn cn.		PRELABELED	PENDING
IMG_0159_L00	IMG_0159	P_20260903_204018	0	0	1199	323	v1.1	work/crops/IMG_0159_L00.jpg	253.74861633617266	TEXT_ONLY	 s, đnhhgng nhau la:		PRELABELED	PENDING
IMG_0159_L01	IMG_0159	P_20260903_204018	34	214	1165	361	v1.1	work/crops/IMG_0159_L01.jpg	253.74861633617266	TEXT_ONLY	V nng tả  B tờ a.		PRELABELED	PENDING
IMG_0098_L01	IMG_0098	P_20260903_203900	0	231	1193	129	v1.1	work/crops/IMG_0098_L01.jpg	253.60428399701533	TEXT_ONLY	của đà điểu là		PRELABELED	PENDING
IMG_0070_L00	IMG_0070	P_20260903_203826	0	0	1330	131	v1.1	work/crops/IMG_0070_L00.jpg	250.49157093755278	TEXT_ONLY	ai Thể tích của chiếc bánh đó là:		PRELABELED	PENDING
IMG_0070_L03	IMG_0070	P_20260903_203826	28	330	1302	208	v1.1	work/crops/IMG_0070_L03.jpg	250.49157093755278	TEXT_ONLY	Chể tích của phiần bánh cn lại là:		PRELABELED	PENDING
IMG_0019_L01	IMG_0019	P_20260903_203715	0	175	1426	343	v1.1	work/crops/IMG_0019_L01.jpg	250.00154849931562	TEXT_ONLY	 c n ẫn ti vô tển lải ấu hật		PRELABELED	PENDING
IMG_0016_L01	IMG_0016	P_20260903_203709	1252	116	141	34	v1.1	work/crops/IMG_0016_L01.jpg	247.91287608558858	TEXT_ONLY	A		PRELABELED	PENDING
IMG_0037_L00	IMG_0037	P_20260903_203737	268	0	388	69	v1.1	work/crops/IMG_0037_L00.jpg	239.44721426175522	TEXT_ONLY	mÀag		PRELABELED	PENDING
IMG_0037_L01	IMG_0037	P_20260903_203737	2	56	398	32	v1.1	work/crops/IMG_0037_L01.jpg	239.44721426175522	TEXT_ONLY	xU 		PRELABELED	PENDING
IMG_0037_L04	IMG_0037	P_20260903_203737	0	180	322	51	v1.1	work/crops/IMG_0037_L04.jpg	239.44721426175522	TEXT_ONLY	(DC		PRELABELED	PENDING
IMG_0040_L00	IMG_0040	P_20260903_203744	28	0	1377	216	v1.1	work/crops/IMG_0040_L00.jpg	238.98592849442775	TEXT_ONLY	rố mếng khược nường llể ngấm gảm		PRELABELED	PENDING
IMG_0040_L01	IMG_0040	P_20260903_203744	23	156	1487	398	v1.1	work/crops/IMG_0040_L01.jpg	238.98592849442775	TEXT_ONLY	ea c,ở lí c ả ổ met kBai n		PRELABELED	PENDING
IMG_0101_L00	IMG_0101	P_20260903_203905	16	0	1380	326	v1.1	work/crops/IMG_0101_L00.jpg	238.80048959904832	TEXT_ONLY	tang Byiacm 		PRELABELED	PENDING
IMG_0101_L01	IMG_0101	P_20260903_203905	6	234	1355	314	v1.1	work/crops/IMG_0101_L01.jpg	238.80048959904832	TEXT_ONLY	Vy th chì ất cớ chể bay được hơn		PRELABELED	PENDING
IMG_0172_L00	IMG_0172	P_20260903_204041	0	0	1232	480	v1.1	work/crops/IMG_0172_L00.jpg	238.01276952427443	TEXT_ONLY	Tgớn ắn bồnờn tìnn ệộnau m		PRELABELED	PENDING
IMG_0018_L00	IMG_0018	P_20260903_203715	0	0	1426	577	v1.1	work/crops/IMG_0018_L00.jpg	237.1080170380482	TEXT_ONLY	 n h cca ụa		PRELABELED	PENDING
IMG_0011_L00	IMG_0011	P_20260903_203701	0	0	1281	23	v1.1	work/crops/IMG_0011_L00.jpg	229.49218398275232	TEXT_ONLY	t		PRELABELED	PENDING
IMG_0011_L03	IMG_0011	P_20260903_203701	0	174	1294	137	v1.1	work/crops/IMG_0011_L03.jpg	229.49218398275232	TEXT_ONLY	tình nguyện là:		PRELABELED	PENDING
IMG_0011_L08	IMG_0011	P_20260903_203701	0	596	1294	194	v1.1	work/crops/IMG_0011_L08.jpg	229.49218398275232	TEXT_ONLY	tình nguyện là:		PRELABELED	PENDING
IMG_0075_L00	IMG_0075	P_20260903_203832	0	0	1301	209	v1.1	work/crops/IMG_0075_L00.jpg	226.14628804118723	TEXT_ONLY	nhtiê tích bung quanh của kình hôp chi		PRELABELED	PENDING
IMG_0000_L01	IMG_0000	P_20260903_203620	24	216	1253	227	v1.1	work/crops/IMG_0000_L01.jpg	221.3039394401166	TEXT_ONLY	ống ể phần phhng nhau là:		PRELABELED	PENDING
IMG_0000_L02	IMG_0000	P_20260903_203620	21	365	1268	212	v1.1	work/crops/IMG_0000_L02.jpg	221.3039394401166	TEXT_ONLY	Số con bò khoanglà.		PRELABELED	PENDING
IMG_0160_L01	IMG_0160	P_20260903_204022	0	312	1251	278	v1.1	work/crops/IMG_0160_L01.jpg	209.76338093661545	TEXT_ONLY	Ch miểng ea hình sông trên		PRELABELED	PENDING
IMG_0041_L03	IMG_0041	P_20260903_203746	745	143	287	33	v1.1	work/crops/IMG_0041_L03.jpg	208.1636699483813	TEXT_ONLY	X		PRELABELED	PENDING
