line_id	source_image_id	source_group	x	y	w	h	detector_version	crop_path	quality_score	provisional_class	raw_prelabel	verified_text	label_status	review_status
IMG_0066_L00	IMG_0066	P_20260903_203820	1	0	1379	207	v1.1	work/crops/IMG_0066_L00.jpg	177.03274613896534	TEXT_ONLY	Thế tích ga lể cáchà;		PRELABELED	PENDING
IMG_0017_L00	IMG_0017	P_20260903_203715	33	0	764	121	v1.1	work/crops/IMG_0017_L00.jpg	176.68020433812353	TEXT_ONLY	 Thu lrống đưược y		PRELABELED	PENDING
IMG_0017_L03	IMG_0017	P_20260903_203715	36	310	224	35	v1.1	work/crops/IMG_0017_L03.jpg	176.68020433812353	TEXT_ONLY	N		PRELABELED	PENDING
IMG_0168_L00	IMG_0168	P_20260903_204034	29	0	1283	133	v1.1	work/crops/IMG_0168_L00.jpg	175.85395569807355	TEXT_ONLY	Thể tích của, lể cả là:		PRELABELED	PENDING
IMG_0168_L02	IMG_0168	P_20260903_204034	20	185	1292	231	v1.1	work/crops/IMG_0168_L02.jpg	175.85395569807355	TEXT_ONLY	ố lắo moớc trong lể có là:		PRELABELED	PENDING
IMG_0113_L00	IMG_0113	P_20260903_203918	16	0	1334	222	v1.1	work/crops/IMG_0113_L00.jpg	172.971561174994	TEXT_ONLY	Đậ to nhát cô ảng là:		PRELABELED	PENDING
IMG_0106_L00	IMG_0106	P_20260903_203910	0	0	1312	114	v1.1	work/crops/IMG_0106_L00.jpg	171.5468087085425	TEXT_ONLY	Quẳng đường củd con làu đo là:		PRELABELED	PENDING
IMG_0023_L01	IMG_0023	P_20260903_203722	3	85	979	126	v1.1	work/crops/IMG_0023_L01.jpg	167.19239767171584	TEXT_ONLY	Số tiền lai mà chú năm n		PRELABELED	PENDING
IMG_0072_L00	IMG_0072	P_20260903_203828	36	0	1278	272	v1.1	work/crops/IMG_0072_L00.jpg	160.5300452408831	TEXT_ONLY	thưcp h ca thữ n khư âu		PRELABELED	PENDING
IMG_0072_L01	IMG_0072	P_20260903_203828	40	229	1279	159	v1.1	work/crops/IMG_0072_L01.jpg	160.5300452408831	TEXT_ONLY	Chể tích của hành lập phương chứa		PRELABELED	PENDING
IMG_0072_L03	IMG_0072	P_20260903_203828	0	547	1338	166	v1.1	work/crops/IMG_0072_L03.jpg	160.5300452408831	TEXT_ONLY	là: h  		PRELABELED	PENDING
IMG_0072_L04	IMG_0072	P_20260903_203828	0	661	1360	314	v1.1	work/crops/IMG_0072_L04.jpg	160.5300452408831	TEXT_ONLY	nhkha lnh lấn nhương chứa		PRELABELED	PENDING
IMG_0077_L00	IMG_0077	P_20260903_203834	0	0	1328	213	v1.1	work/crops/IMG_0077_L00.jpg	159.89895597081906	TEXT_ONLY	nhậtể tich của khối gố dạng hình chữ		PRELABELED	PENDING
IMG_0077_L01	IMG_0077	P_20260903_203834	0	166	1328	247	v1.1	work/crops/IMG_0077_L01.jpg	159.89895597081906	TEXT_ONLY	Chể ch ca Ph gỗ bi cắt dang hình		PRELABELED	PENDING
IMG_0077_L02	IMG_0077	P_20260903_203834	0	337	1328	239	v1.1	work/crops/IMG_0077_L02.jpg	159.89895597081906	TEXT_ONLY	ận phương là s cm)s		PRELABELED	PENDING
IMG_0077_L03	IMG_0077	P_20260903_203834	0	504	1328	266	v1.1	work/crops/IMG_0077_L03.jpg	159.89895597081906	TEXT_ONLY	 Chể tích sửa khỗi, gồ dung lan ghế là:		PRELABELED	PENDING
IMG_0154_L00	IMG_0154	P_20260903_204013	55	0	1098	71	v1.1	work/crops/IMG_0154_L00.jpg	156.2157276134586	TEXT_ONLY	y		PRELABELED	PENDING
IMG_0058_L00	IMG_0058	P_20260903_203810	0	0	818	119	v1.1	work/crops/IMG_0058_L00.jpg	155.96288993647474	TEXT_ONLY	Điện tích mật mặt là:		PRELABELED	PENDING
IMG_0058_L02	IMG_0058	P_20260903_203810	0	161	821	182	v1.1	work/crops/IMG_0058_L02.jpg	155.96288993647474	TEXT_ONLY	Siện tích ton nhầmn là:		PRELABELED	PENDING
IMG_0050_L00	IMG_0050	P_20260903_203800	17	0	1293	288	v1.1	work/crops/IMG_0050_L00.jpg	154.17075184839888	TEXT_ONLY	 Biện tế Bing quanh cua hình bập		PRELABELED	PENDING
IMG_0166_L00	IMG_0166	P_20260903_204034	0	0	1223	312	v1.1	work/crops/IMG_0166_L00.jpg	151.1413728946439	TEXT_ONLY	Day P Phới đã ì ng hản nả nàng hon		PRELABELED	PENDING
IMG_0152_L01	IMG_0152	P_20260903_204009	0	327	1330	570	v1.1	work/crops/IMG_0152_L01.jpg	150.46885913237895	TEXT_ONLY	ậnH)BnlBm		PRELABELED	PENDING
IMG_0151_L00	IMG_0151	P_20260903_204009	0	0	1330	539	v1.1	work/crops/IMG_0151_L00.jpg	149.93120357894378	TEXT_ONLY	St ổa g gmn		PRELABELED	PENDING
IMG_0046_L00	IMG_0046	P_20260903_203755	0	0	1348	205	v1.1	work/crops/IMG_0046_L00.jpg	148.94537542524938	TEXT_ONLY	chi nt là g tanh của hình hộp		PRELABELED	PENDING
IMG_0046_L01	IMG_0046	P_20260903_203755	0	153	1380	337	v1.1	work/crops/IMG_0046_L01.jpg	148.94537542524938	TEXT_ONLY	Dểnữh Pảể màt đưy a hinh hôn		PRELABELED	PENDING
