line_id	source_image_id	source_group	x	y	w	h	detector_version	crop_path	quality_score	provisional_class	raw_prelabel	verified_text	label_status	review_status
IMG_0041_L04	IMG_0041	P_20260903_203746	0	163	1296	388	v1.1	work/crops/IMG_0041_L04.jpg	208.1636699483813	TEXT_ONLY	phện ưingtờng chtưa honh		PRELABELED	PENDING
IMG_0105_L00	IMG_0105	P_20260903_203910	12	0	1131	253	v1.1	work/crops/IMG_0105_L00.jpg	202.603472419704	TEXT_ONLY	CChời gian, nề giờ hơn khi qan		PRELABELED	PENDING
IMG_0167_L00	IMG_0167	P_20260903_204034	0	0	1265	478	v1.1	work/crops/IMG_0167_L00.jpg	200.84307919490792	TEXT_ONLY	n ìn l gtg pnờn nih ba ea.		PRELABELED	PENDING
IMG_0146_L00	IMG_0146	P_20260903_204000	0	0	1236	196	v1.1	work/crops/IMG_0146_L00.jpg	194.7559946723419	TEXT_ONLY	l ng ố phầmn bánh chưng của Nai và		PRELABELED	PENDING
IMG_0146_L02	IMG_0146	P_20260903_204000	0	298	1225	205	v1.1	work/crops/IMG_0146_L02.jpg	194.7559946723419	TEXT_ONLY	àCôn lại số phần bánh chưng chưa án		PRELABELED	PENDING
IMG_0065_L00	IMG_0065	P_20260903_203820	15	0	1312	274	v1.1	work/crops/IMG_0065_L00.jpg	193.87011528839744	TEXT_ONLY	Ch tc nồnhh chữ nhất là		PRELABELED	PENDING
IMG_0008_L00	IMG_0008	P_20260903_203659	42	0	1284	481	v1.1	work/crops/IMG_0008_L00.jpg	191.80898768411055	TEXT_ONLY	àc ềờ ài hĩ mn đaa eng ba g		PRELABELED	PENDING
IMG_0008_L02	IMG_0008	P_20260903_203659	0	542	387	65	v1.1	work/crops/IMG_0008_L02.jpg	191.80898768411055	TEXT_ONLY	ôf		PRELABELED	PENDING
IMG_0008_L03	IMG_0008	P_20260903_203659	0	599	1336	132	v1.1	work/crops/IMG_0008_L03.jpg	191.80898768411055	TEXT_ONLY	nhật là:h t dạng hình chữ		PRELABELED	PENDING
IMG_0008_L04	IMG_0008	P_20260903_203659	39	715	135	40	v1.1	work/crops/IMG_0008_L04.jpg	191.80898768411055	TEXT_ONLY	k		PRELABELED	PENDING
IMG_0059_L01	IMG_0059	P_20260903_203810	18	73	824	115	v1.1	work/crops/IMG_0059_L01.jpg	189.52476252402025	TEXT_ONLY	Viên tích mật mặt là:		PRELABELED	PENDING
IMG_0059_L02	IMG_0059	P_20260903_203810	24	158	818	273	v1.1	work/crops/IMG_0059_L02.jpg	189.52476252402025	TEXT_ONLY	miển th g mh la:		PRELABELED	PENDING
IMG_0067_L01	IMG_0067	P_20260903_203823	0	135	1141	381	v1.1	work/crops/IMG_0067_L01.jpg	189.32803037269795	TEXT_ONLY	Chỗ, tp lĩc Ti ố cha xâu e		PRELABELED	PENDING
IMG_0164_L00	IMG_0164	P_20260903_204029	0	0	1270	410	v1.1	work/crops/IMG_0164_L00.jpg	184.5416177543407	TEXT_ONLY	ng ên h ttảh ếih ttô ản nhaang		PRELABELED	PENDING
IMG_0164_L01	IMG_0164	P_20260903_204029	0	355	1284	303	v1.1	work/crops/IMG_0164_L01.jpg	184.5416177543407	TEXT_ONLY	nin ềh toắn Thẩm của hiình hon chữ		PRELABELED	PENDING
IMG_0164_L02	IMG_0164	P_20260903_204029	0	546	1300	366	v1.1	work/crops/IMG_0164_L02.jpg	184.5416177543407	TEXT_ONLY	nhày điá ố n nha đã Bíh nản bu		PRELABELED	PENDING
IMG_0074_L00	IMG_0074	P_20260903_203832	0	0	1283	202	v1.1	work/crops/IMG_0074_L00.jpg	184.26223357113648	TEXT_ONLY	Chể tích ưa chiếc hộp đó là:		PRELABELED	PENDING
IMG_0060_L00	IMG_0060	P_20260903_203810	43	0	927	197	v1.1	work/crops/IMG_0060_L00.jpg	182.9696050272179	TEXT_ONLY	Đi, trph ệt mặt, là:		PRELABELED	PENDING
IMG_0060_L01	IMG_0060	P_20260903_203810	31	149	939	226	v1.1	work/crops/IMG_0060_L01.jpg	182.9696050272179	TEXT_ONLY	Tiện lýh koin nan là		PRELABELED	PENDING
IMG_0142_L00	IMG_0142	P_20260903_203958	0	0	1174	89	v1.1	work/crops/IMG_0142_L00.jpg	180.13332912337535	TEXT_ONLY	T		PRELABELED	PENDING
IMG_0009_L00	IMG_0009	P_20260903_203659	31	0	1341	284	v1.1	work/crops/IMG_0009_L00.jpg	177.95247913105828	TEXT_ONLY	 phàn áng nhai là		PRELABELED	PENDING
IMG_0009_L03	IMG_0009	P_20260903_203659	0	444	1372	304	v1.1	work/crops/IMG_0009_L03.jpg	177.95247913105828	TEXT_ONLY	 Sữổ sửa mhiến nay là		PRELABELED	PENDING
IMG_0054_L00	IMG_0054	P_20260903_203802	0	0	1280	265	v1.1	work/crops/IMG_0054_L00.jpg	177.92538170326827	TEXT_ONLY	""" Biên ich gdung qanh ca hỗ cá la"		PRELABELED	PENDING
IMG_0054_L01	IMG_0054	P_20260903_203802	0	221	1280	227	v1.1	work/crops/IMG_0054_L01.jpg	177.92538170326827	TEXT_ONLY	Điện tích đáy của hồ cg là:		PRELABELED	PENDING
IMG_0054_L02	IMG_0054	P_20260903_203802	0	371	1280	296	v1.1	work/crops/IMG_0054_L02.jpg	177.92538170326827	TEXT_ONLY	Điện bếbo tô oốnhic ĩào cm ec		PRELABELED	PENDING
