line_id	source_image_id	source_group	x	y	w	h	detector_version	crop_path	quality_score	provisional_class	raw_prelabel	verified_text	label_status	review_status
IMG_0097_L01	IMG_0097	P_20260903_203900	0	8	695	54	v1.1	work/crops/IMG_0097_L01.jpg	66.9793015338856	TEXT_ONLY	a		PRELABELED	PENDING
IMG_0097_L03	IMG_0097	P_20260903_203900	0	109	1210	72	v1.1	work/crops/IMG_0097_L03.jpg	66.9793015338856	TEXT_ONLY	fán Ná pI		PRELABELED	PENDING
IMG_0029_L00	IMG_0029	P_20260903_203731	0	0	1304	311	v1.1	work/crops/IMG_0029_L00.jpg	64.96432793653246	TEXT_ONLY	Bhiêu dảan gề Bm) nhhhh gac		PRELABELED	PENDING
IMG_0035_L01	IMG_0035	P_20260903_203737	0	107	1297	92	v1.1	work/crops/IMG_0035_L01.jpg	63.26890995087973	TEXT_ONLY	,e		PRELABELED	PENDING
IMG_0042_L00	IMG_0042	P_20260903_203750	0	0	1302	124	v1.1	work/crops/IMG_0042_L00.jpg	60.49783422957798	TEXT_ONLY	Diện tính được cp gạch men là		PRELABELED	PENDING
IMG_0086_L00	IMG_0086	P_20260903_203844	46	0	1262	347	v1.1	work/crops/IMG_0086_L00.jpg	502.8255638709148	TEXT_WITH_CONTEXTUAL_NUMBERS	nối gg3  ồpsốnh		PRELABELED	PENDING
IMG_0086_L01	IMG_0086	P_20260903_203844	39	250	1269	246	v1.1	work/crops/IMG_0086_L01.jpg	502.8255638709148	TEXT_WITH_CONTEXTUAL_NUMBERS	2pht		PRELABELED	PENDING
IMG_0086_L02	IMG_0086	P_20260903_203844	41	428	1228	224	v1.1	work/crops/IMG_0086_L02.jpg	502.8255638709148	TEXT_WITH_CONTEXTUAL_NUMBERS	ợ phút 20 giây5 phứ ao giây?)		PRELABELED	PENDING
IMG_0139_L00	IMG_0139	P_20260903_203954	0	0	1049	201	v1.1	work/crops/IMG_0139_L00.jpg	389.5964022597639	TEXT_WITH_CONTEXTUAL_NUMBERS	3ớ cây gậy AB Láilà		PRELABELED	PENDING
IMG_0139_L01	IMG_0139	P_20260903_203954	0	148	1066	122	v1.1	work/crops/IMG_0139_L01.jpg	389.5964022597639	TEXT_WITH_CONTEXTUAL_NUMBERS	Đáp số: 1,45m		PRELABELED	PENDING
IMG_0161_L03	IMG_0161	P_20260903_204027	0	279	1152	100	v1.1	work/crops/IMG_0161_L03.jpg	375.35319046970466	TEXT_WITH_CONTEXTUAL_NUMBERS	lậ:0C2S		PRELABELED	PENDING
IMG_0161_L04	IMG_0161	P_20260903_204027	0	356	1234	99	v1.1	work/crops/IMG_0161_L04.jpg	375.35319046970466	TEXT_WITH_CONTEXTUAL_NUMBERS	76t(6N3.2 6x3)x497		PRELABELED	PENDING
IMG_0162_L00	IMG_0162	P_20260903_204027	0	0	1234	135	v1.1	work/crops/IMG_0162_L00.jpg	361.225175772336	TEXT_WITH_CONTEXTUAL_NUMBERS	bĐế6ịch mất mắt là:		PRELABELED	PENDING
IMG_0104_L01	IMG_0104	P_20260903_203907	0	156	1327	390	v1.1	work/crops/IMG_0104_L01.jpg	317.2226244330378	TEXT_WITH_CONTEXTUAL_NUMBERS	nhố Bn gng cếni luề2 u eư nhành		PRELABELED	PENDING
IMG_0020_L00	IMG_0020	P_20260903_203718	9	0	1322	286	v1.1	work/crops/IMG_0020_L00.jpg	301.7645813281944	TEXT_WITH_CONTEXTUAL_NUMBERS	00002300 Báp ố ả 2, 25 ố  đồng		PRELABELED	PENDING
IMG_0085_L01	IMG_0085	P_20260903_203844	48	197	1125	94	v1.1	work/crops/IMG_0085_L01.jpg	301.25135529237224	TEXT_WITH_CONTEXTUAL_NUMBERS	8 phưt 15 giấy 4gi8 0 ph		PRELABELED	PENDING
IMG_0038_L02	IMG_0038	P_20260903_203737	1	160	1401	136	v1.1	work/crops/IMG_0038_L02.jpg	286.34360696841503	TEXT_WITH_CONTEXTUAL_NUMBERS	c)1,9 dm²190,0 1gm 2650mmi:2,650 cm		PRELABELED	PENDING
IMG_0108_L00	IMG_0108	P_20260903_203912	46	0	1363	336	v1.1	work/crops/IMG_0108_L00.jpg	282.61082176033216	TEXT_WITH_CONTEXTUAL_NUMBERS	 1  ãẽ h		PRELABELED	PENDING
IMG_0026_L02	IMG_0026	P_20260903_203724	19	69	1386	123	v1.1	work/crops/IMG_0026_L02.jpg	279.4827637159029	TEXT_WITH_CONTEXTUAL_NUMBERS	29gva 0		PRELABELED	PENDING
IMG_0102_L00	IMG_0102	P_20260903_203905	0	0	1396	411	v1.1	work/crops/IMG_0102_L00.jpg	277.13632984500543	TEXT_WITH_CONTEXTUAL_NUMBERS	 t 2h ng tưang v qu dàu ea		PRELABELED	PENDING
IMG_0121_L00	IMG_0121	P_20260903_203939	7	0	1206	208	v1.1	work/crops/IMG_0121_L00.jpg	268.48352378190003	TEXT_WITH_CONTEXTUAL_NUMBERS	2a) Bếthmn rốớg3 (0he0 tu 0t		PRELABELED	PENDING
IMG_0156_L00	IMG_0156	P_20260903_204013	0	0	1216	215	v1.1	work/crops/IMG_0156_L00.jpg	268.0793095396518	TEXT_WITH_CONTEXTUAL_NUMBERS	b, 15 x2 lấ3		PRELABELED	PENDING
IMG_0156_L01	IMG_0156	P_20260903_204013	0	139	1216	571	v1.1	work/crops/IMG_0156_L01.jpg	268.0793095396518	TEXT_WITH_CONTEXTUAL_NUMBERS	Ga 3ậa5		PRELABELED	PENDING
IMG_0044_L02	IMG_0044	P_20260903_203751	165	284	322	33	v1.1	work/crops/IMG_0044_L02.jpg	256.5451197367212	TEXT_WITH_CONTEXTUAL_NUMBERS	1a		PRELABELED	PENDING
