line_id	source_image_id	source_group	x	y	w	h	detector_version	crop_path	quality_score	provisional_class	raw_prelabel	verified_text	label_status	review_status
IMG_0060_L02	IMG_0060	P_20260903_203810	23	325	947	134	v1.1	work/crops/IMG_0060_L02.jpg	182.9696050272179	TEXT_WITH_CONTEXTUAL_NUMBERS	Đáp số: 73,5 am².		PRELABELED	PENDING
IMG_0142_L01	IMG_0142	P_20260903_203958	0	49	1174	120	v1.1	work/crops/IMG_0142_L01.jpg	180.13332912337535	TEXT_WITH_CONTEXTUAL_NUMBERS	b, 35,71 Chử lại: 6,31		PRELABELED	PENDING
IMG_0009_L02	IMG_0009	P_20260903_203659	0	323	1368	165	v1.1	work/crops/IMG_0009_L02.jpg	177.95247913105828	TEXT_WITH_CONTEXTUAL_NUMBERS	Tuổi của con sau 2 năm là:		PRELABELED	PENDING
IMG_0009_L04	IMG_0009	P_20260903_203659	0	665	1372	197	v1.1	work/crops/IMG_0009_L04.jpg	177.95247913105828	TEXT_WITH_CONTEXTUAL_NUMBERS	3Tuối của áp tố con hiện nay là.		PRELABELED	PENDING
IMG_0066_L01	IMG_0066	P_20260903_203820	0	158	1380	153	v1.1	work/crops/IMG_0066_L01.jpg	177.03274613896534	TEXT_WITH_CONTEXTUAL_NUMBERS	 Đắp số 480 dm.		PRELABELED	PENDING
IMG_0084_L00	IMG_0084	P_20260903_203844	215	0	787	81	v1.1	work/crops/IMG_0084_L00.jpg	176.77992354029593	TEXT_WITH_CONTEXTUAL_NUMBERS	tti1n5		PRELABELED	PENDING
IMG_0084_L01	IMG_0084	P_20260903_203844	50	46	1211	140	v1.1	work/crops/IMG_0084_L01.jpg	176.77992354029593	TEXT_WITH_CONTEXTUAL_NUMBERS	Dậy: 2 phút 40 giay t1phút 20 giấy nhi		PRELABELED	PENDING
IMG_0017_L04	IMG_0017	P_20260903_203715	29	325	1278	96	v1.1	work/crops/IMG_0017_L04.jpg	176.68020433812353	TEXT_WITH_CONTEXTUAL_NUMBERS	 thu bong: 18000 đcgn		PRELABELED	PENDING
IMG_0015_L00	IMG_0015	P_20260903_203709	0	0	1454	242	v1.1	work/crops/IMG_0015_L00.jpg	173.45442875732283	TEXT_WITH_CONTEXTUAL_NUMBERS	a Cim, 20 3 ra 100 msàả)		PRELABELED	PENDING
IMG_0015_L02	IMG_0015	P_20260903_203709	47	427	1407	89	v1.1	work/crops/IMG_0015_L02.jpg	173.45442875732283	TEXT_WITH_CONTEXTUAL_NUMBERS	C Q0m O,80 Cua00 00sAAtn		PRELABELED	PENDING
IMG_0015_L03	IMG_0015	P_20260903_203709	48	500	1339	85	v1.1	work/crops/IMG_0015_L03.jpg	173.45442875732283	TEXT_WITH_CONTEXTUAL_NUMBERS	(1h000 0Ox U,0:V 1200UCdon		PRELABELED	PENDING
IMG_0110_L01	IMG_0110	P_20260903_203916	0	337	1440	451	v1.1	work/crops/IMG_0110_L01.jpg	173.35304858861994	TEXT_WITH_CONTEXTUAL_NUMBERS	B 3niã  g ịn 2õệp  20 G		PRELABELED	PENDING
IMG_0094_L00	IMG_0094	P_20260903_203852	0	0	1188	240	v1.1	work/crops/IMG_0094_L00.jpg	171.99864067641303	TEXT_WITH_CONTEXTUAL_NUMBERS	bt hết  thi gảh là bốt lam 2 hon		PRELABELED	PENDING
IMG_0094_L01	IMG_0094	P_20260903_203852	0	160	1213	493	v1.1	work/crops/IMG_0094_L01.jpg	171.99864067641303	TEXT_WITH_CONTEXTUAL_NUMBERS	0 t n cể ệ cà cngà pmg l 		PRELABELED	PENDING
IMG_0106_L02	IMG_0106	P_20260903_203910	0	142	1324	147	v1.1	work/crops/IMG_0106_L02.jpg	171.5468087085425	TEXT_WITH_CONTEXTUAL_NUMBERS	3000 Đáp số: 420000 km.!		PRELABELED	PENDING
IMG_0003_L03	IMG_0003	P_20260903_203642	0	328	1366	121	v1.1	work/crops/IMG_0003_L03.jpg	171.2445169628699	TEXT_WITH_CONTEXTUAL_NUMBERS	R: bị xuổng dốc: 800m		PRELABELED	PENDING
IMG_0023_L00	IMG_0023	P_20260903_203722	7	0	1388	134	v1.1	work/crops/IMG_0023_L00.jpg	167.19239767171584	TEXT_WITH_CONTEXTUAL_NUMBERS	Bai 2: Bài giải:		PRELABELED	PENDING
IMG_0023_L02	IMG_0023	P_20260903_203722	1	174	1423	357	v1.1	work/crops/IMG_0023_L02.jpg	167.19239767171584	TEXT_WITH_CONTEXTUAL_NUMBERS	nn làg 000 00o 100 ấp2 B00oos6 đông3ng		PRELABELED	PENDING
IMG_0072_L02	IMG_0072	P_20260903_203828	28	339	1301	219	v1.1	work/crops/IMG_0072_L02.jpg	160.5300452408831	TEXT_WITH_CONTEXTUAL_NUMBERS	nước l5,15x15I33 B5 Cen) h dâu ă		PRELABELED	PENDING
IMG_0118_L00	IMG_0118	P_20260903_203924	25	0	1335	434	v1.1	work/crops/IMG_0118_L00.jpg	157.90768842054007	TEXT_WITH_CONTEXTUAL_NUMBERS	gti giếnBử Cả 0oan 10aD		PRELABELED	PENDING
IMG_0118_L01	IMG_0118	P_20260903_203924	11	312	1349	358	v1.1	work/crops/IMG_0118_L01.jpg	157.90768842054007	TEXT_WITH_CONTEXTUAL_NUMBERS	rối ởẤ30 gảp nớ ơ nhưữ		PRELABELED	PENDING
IMG_0154_L01	IMG_0154	P_20260903_204013	61	38	1092	110	v1.1	work/crops/IMG_0154_L01.jpg	156.2157276134586	TEXT_WITH_CONTEXTUAL_NUMBERS	892423 Thử lại: 370x23:		PRELABELED	PENDING
IMG_0154_L02	IMG_0154	P_20260903_204013	0	126	1157	109	v1.1	work/crops/IMG_0154_L02.jpg	156.2157276134586	TEXT_WITH_CONTEXTUAL_NUMBERS	202I37B		PRELABELED	PENDING
